Cod_IBGE,Nome_Município,UF,Atributo,Valor
3144359,Naque,MG,2023 - Receita Corrente Líquida,35815714.96
3144359,Naque,MG,Indicador 1,0.20238815581639305
3144359,Naque,MG,Nota 1,A
3532207,Narandiba,SP,2023 - Dívida Consolidada,655113.69
3532207,Narandiba,SP,2023 - Receita Corrente Líquida,48653727.98
3532207,Narandiba,SP,Indicador 1,0.013464820008639347
3532207,Narandiba,SP,Nota 1,A
2408102,Natal,RN,2023 - Dívida Consolidada,1011215632.19
2408102,Natal,RN,2023 - Receita Corrente Líquida,3429412819.39
2408102,Natal,RN,Indicador 1,0.2948655310531755
2408102,Natal,RN,Nota 1,A
3144375,Natalândia,MG,2023 - Dívida Consolidada,2361347.57
3144375,Natalândia,MG,2023 - Receita Corrente Líquida,26445012.22
3144375,Natalândia,MG,Indicador 1,0.08929273884827874
3144375,Natalândia,MG,Nota 1,A
3144409,Natércia,MG,2023 - Dívida Consolidada,3137938.34
3144409,Natércia,MG,2023 - Receita Corrente Líquida,26451668.67
3144409,Natércia,MG,Indicador 1,0.11862912616771408
3144409,Natércia,MG,Nota 1,A
1714203,Natividade,TO,2023 - Dívida Consolidada,5232222.17
1714203,Natividade,TO,2023 - Receita Corrente Líquida,40669391.6
1714203,Natividade,TO,Indicador 1,0.1286525803351334
1714203,Natividade,TO,Nota 1,A
3303104,Natividade,RJ,2023 - Dívida Consolidada,33590829.7
3303104,Natividade,RJ,2023 - Receita Corrente Líquida,109493904.46
3303104,Natividade,RJ,Indicador 1,0.3067826457158746
3303104,Natividade,RJ,Nota 1,A
3532306,Natividade da Serra,SP,2023 - Dívida Consolidada,6109823.92
3532306,Natividade da Serra,SP,2023 - Receita Corrente Líquida,41590335.66
3532306,Natividade da Serra,SP,Indicador 1,0.14690489564565348
3532306,Natividade da Serra,SP,Nota 1,A
2509909,Natuba,PB,2023 - Dívida Consolidada,8074202.76
2509909,Natuba,PB,2023 - Receita Corrente Líquida,46688765.31
2509909,Natuba,PB,Indicador 1,0.17293673770102103
2509909,Natuba,PB,Nota 1,A
4211306,Navegantes,SC,2023 - Dívida Consolidada,47153434.99
4211306,Navegantes,SC,2023 - Receita Corrente Líquida,556621492.77
4211306,Navegantes,SC,Indicador 1,0.08471364401569047
4211306,Navegantes,SC,Nota 1,A
5005707,Naviraí,MS,2023 - Dívida Consolidada,8247637.96
5005707,Naviraí,MS,2023 - Receita Corrente Líquida,296019836.43
5005707,Naviraí,MS,Indicador 1,0.027861774600873156
5005707,Naviraí,MS,Nota 1,A
1714302,Nazaré,TO,2023 - Dívida Consolidada,1615359.68
1714302,Nazaré,TO,2023 - Receita Corrente Líquida,21731686.95
1714302,Nazaré,TO,Indicador 1,0.07433199657792788
1714302,Nazaré,TO,Nota 1,A
2922508,Nazaré,BA,2023 - Dívida Consolidada,89576875.11
2922508,Nazaré,BA,2023 - Receita Corrente Líquida,163069580.62
2922508,Nazaré,BA,Indicador 1,0.5493168914117735
2922508,Nazaré,BA,Nota 1,A
2609501,Nazaré da Mata,PE,2023 - Dívida Consolidada,64252614.11
2609501,Nazaré da Mata,PE,2023 - Receita Corrente Líquida,87479328.92
2609501,Nazaré da Mata,PE,Indicador 1,0.7344891062065545
2609501,Nazaré da Mata,PE,Nota 1,B
2206704,Nazaré do Piauí,PI,2023 - Dívida Consolidada,243003.42
2206704,Nazaré do Piauí,PI,2023 - Receita Corrente Líquida,29104733.72
2206704,Nazaré do Piauí,PI,Indicador 1,0.008349274806558856
2206704,Nazaré do Piauí,PI,Nota 1,A
3532405,Nazaré Paulista,SP,2023 - Dívida Consolidada,20865244.71
3532405,Nazaré Paulista,SP,2023 - Receita Corrente Líquida,94088740.67
3532405,Nazaré Paulista,SP,Indicador 1,0.22176133468701895
3532405,Nazaré Paulista,SP,Nota 1,A
3144508,Nazareno,MG,2023 - Dívida Consolidada,973994.19
3144508,Nazareno,MG,2023 - Receita Corrente Líquida,79624288.18
3144508,Nazareno,MG,Indicador 1,0.012232375475661047
3144508,Nazareno,MG,Nota 1,A
2510006,Nazarezinho,PB,2023 - Dívida Consolidada,2247903.64
2510006,Nazarezinho,PB,2023 - Receita Corrente Líquida,32106633.86
2510006,Nazarezinho,PB,Indicador 1,0.07001368158997656
2510006,Nazarezinho,PB,Nota 1,A
2206720,Nazária,PI,2023 - Dívida Consolidada,1391666.74
2206720,Nazária,PI,2023 - Receita Corrente Líquida,42576499.08
2206720,Nazária,PI,Indicador 1,0.03268626519491654
2206720,Nazária,PI,Nota 1,A
5214408,Nazário,GO,2023 - Dívida Consolidada,7617771.94
5214408,Nazário,GO,2023 - Receita Corrente Líquida,39725790.26
5214408,Nazário,GO,Indicador 1,0.19175885212459462
5214408,Nazário,GO,Nota 1,A
2804409,Neópolis,SE,2023 - Dívida Consolidada,72634243.04
2804409,Neópolis,SE,2023 - Receita Corrente Líquida,68636167.83
2804409,Neópolis,SE,Indicador 1,1.0582502685741801
2804409,Neópolis,SE,Nota 1,C
3144607,Nepomuceno,MG,2023 - Dívida Consolidada,11200498.41
3144607,Nepomuceno,MG,2023 - Receita Corrente Líquida,99946986.67
3144607,Nepomuceno,MG,Indicador 1,0.11206439316656189
3144607,Nepomuceno,MG,Nota 1,A
5214507,Nerópolis,GO,2023 - Dívida Consolidada,3964660.68
5214507,Nerópolis,GO,2023 - Receita Corrente Líquida,186701053.81
5214507,Nerópolis,GO,Indicador 1,0.02123534173532151
5214507,Nerópolis,GO,Nota 1,A
3532504,Neves Paulista,SP,2023 - Dívida Consolidada,277467.8
3532504,Neves Paulista,SP,2023 - Receita Corrente Líquida,45773170.86
3532504,Neves Paulista,SP,Indicador 1,0.006061799844468979
3532504,Neves Paulista,SP,Nota 1,A
1303007,Nhamundá,AM,2023 - Dívida Consolidada,3317868.13
1303007,Nhamundá,AM,2023 - Receita Corrente Líquida,110533010.81
1303007,Nhamundá,AM,Indicador 1,0.030016988641549152
1303007,Nhamundá,AM,Nota 1,A
3532603,Nhandeara,SP,2023 - Dívida Consolidada,4947471.51
3532603,Nhandeara,SP,2023 - Receita Corrente Líquida,53785972.54
3532603,Nhandeara,SP,Indicador 1,0.09198442040479278
3532603,Nhandeara,SP,Nota 1,A
4312674,Nicolau Vergueiro,RS,2023 - Dívida Consolidada,2592466.64
4312674,Nicolau Vergueiro,RS,2023 - Receita Corrente Líquida,24149949.25
4312674,Nicolau Vergueiro,RS,Indicador 1,0.107348740701805
4312674,Nicolau Vergueiro,RS,Nota 1,A
2922607,Nilo Peçanha,BA,2023 - Dívida Consolidada,43942007.13
2922607,Nilo Peçanha,BA,2023 - Receita Corrente Líquida,80017758.04
2922607,Nilo Peçanha,BA,Indicador 1,0.5491531905709464
2922607,Nilo Peçanha,BA,Nota 1,A
3303203,Nilópolis,RJ,2023 - Dívida Consolidada,125148114.7
3303203,Nilópolis,RJ,2023 - Receita Corrente Líquida,455609792
3303203,Nilópolis,RJ,Indicador 1,0.2746826712187959
3303203,Nilópolis,RJ,Nota 1,A
2107209,Nina Rodrigues,MA,2023 - Dívida Consolidada,21758842.69
2107209,Nina Rodrigues,MA,2023 - Receita Corrente Líquida,56179195.71
2107209,Nina Rodrigues,MA,Indicador 1,0.387311395526563
2107209,Nina Rodrigues,MA,Nota 1,A
3144656,Ninheira,MG,2023 - Dívida Consolidada,0
3144656,Ninheira,MG,2023 - Receita Corrente Líquida,45847929.09
3144656,Ninheira,MG,Indicador 1,0
3144656,Ninheira,MG,Nota 1,A
5005806,Nioaque,MS,2023 - Dívida Consolidada,24949129.95
5005806,Nioaque,MS,2023 - Receita Corrente Líquida,99705884.46
5005806,Nioaque,MS,Indicador 1,0.25022725674740987
5005806,Nioaque,MS,Nota 1,A
3532702,Nipoã,SP,2023 - Dívida Consolidada,743960.51
3532702,Nipoã,SP,2023 - Receita Corrente Líquida,27212383.35
3532702,Nipoã,SP,Indicador 1,0.027339042686240857
3532702,Nipoã,SP,Nota 1,A
5214606,Niquelândia,GO,2023 - Dívida Consolidada,393785233.61
5214606,Niquelândia,GO,2023 - Receita Corrente Líquida,188934803.88
5214606,Niquelândia,GO,Indicador 1,2.084238718982177
5214606,Niquelândia,GO,Nota 1,C
2408201,Nísia Floresta,RN,2023 - Dívida Consolidada,16380336.7
2408201,Nísia Floresta,RN,2023 - Receita Corrente Líquida,126843916.02
2408201,Nísia Floresta,RN,Indicador 1,0.12913774041332218
2408201,Nísia Floresta,RN,Nota 1,A
3303302,Niterói,RJ,2023 - Dívida Consolidada,663945412.4
3303302,Niterói,RJ,2023 - Receita Corrente Líquida,5645683586
3303302,Niterói,RJ,Indicador 1,0.11760230666246196
3303302,Niterói,RJ,Nota 1,A
5105903,Nobres,MT,2023 - Dívida Consolidada,2621375.59
5105903,Nobres,MT,2023 - Receita Corrente Líquida,111411965.39
5105903,Nobres,MT,Indicador 1,0.023528671995183083
5105903,Nobres,MT,Nota 1,A
4312708,Nonoai,RS,2023 - Dívida Consolidada,15939712.93
4312708,Nonoai,RS,2023 - Receita Corrente Líquida,64518184.8
4312708,Nonoai,RS,Indicador 1,0.2470576780703229
4312708,Nonoai,RS,Nota 1,A
2922656,Nordestina,BA,2023 - Dívida Consolidada,12610771.04
2922656,Nordestina,BA,2023 - Receita Corrente Líquida,71519766.62
2922656,Nordestina,BA,Indicador 1,0.17632567380992384
2922656,Nordestina,BA,Nota 1,A
1400407,Normandia,RR,2023 - Dívida Consolidada,13652941.06
1400407,Normandia,RR,2023 - Receita Corrente Líquida,65215946.69
1400407,Normandia,RR,Indicador 1,0.2093497335076407
1400407,Normandia,RR,Nota 1,A
5106000,Nortelândia,MT,2023 - Dívida Consolidada,3067204.57
5106000,Nortelândia,MT,2023 - Receita Corrente Líquida,38717396.23
5106000,Nortelândia,MT,Indicador 1,0.0792203213196292
5106000,Nortelândia,MT,Nota 1,A
2804458,Nossa Senhora Aparecida,SE,2023 - Dívida Consolidada,25051157.23
2804458,Nossa Senhora Aparecida,SE,2023 - Receita Corrente Líquida,36366390.2
2804458,Nossa Senhora Aparecida,SE,Indicador 1,0.6888546565174346
2804458,Nossa Senhora Aparecida,SE,Nota 1,B
2804508,Nossa Senhora da Glória,SE,2023 - Dívida Consolidada,98231125.13
2804508,Nossa Senhora da Glória,SE,2023 - Receita Corrente Líquida,161799422.19
2804508,Nossa Senhora da Glória,SE,Indicador 1,0.607116662101845
2804508,Nossa Senhora da Glória,SE,Nota 1,B
2804607,Nossa Senhora das Dores,SE,2023 - Dívida Consolidada,63618305.37
2804607,Nossa Senhora das Dores,SE,2023 - Receita Corrente Líquida,112321036.06
2804607,Nossa Senhora das Dores,SE,Indicador 1,0.5663970668505601
2804607,Nossa Senhora das Dores,SE,Nota 1,A
4116406,Nossa Senhora das Graças,PR,2023 - Dívida Consolidada,7601895.26
4116406,Nossa Senhora das Graças,PR,2023 - Receita Corrente Líquida,26562997.91
4116406,Nossa Senhora das Graças,PR,Indicador 1,0.2861836335550877
4116406,Nossa Senhora das Graças,PR,Nota 1,A
2804706,Nossa Senhora de Lourdes,SE,2023 - Dívida Consolidada,3560258.75
2804706,Nossa Senhora de Lourdes,SE,2023 - Receita Corrente Líquida,29682459.26
2804706,Nossa Senhora de Lourdes,SE,Indicador 1,0.11994487110432236
2804706,Nossa Senhora de Lourdes,SE,Nota 1,A
2206753,Nossa Senhora de Nazaré,PI,2023 - Dívida Consolidada,5970140.46
2206753,Nossa Senhora de Nazaré,PI,2023 - Receita Corrente Líquida,38327663.87
2206753,Nossa Senhora de Nazaré,PI,Indicador 1,0.15576583222628854
2206753,Nossa Senhora de Nazaré,PI,Nota 1,A
5106109,Nossa Senhora do Livramento,MT,2023 - Dívida Consolidada,0
5106109,Nossa Senhora do Livramento,MT,2023 - Receita Corrente Líquida,77565906.42
5106109,Nossa Senhora do Livramento,MT,Indicador 1,0
5106109,Nossa Senhora do Livramento,MT,Nota 1,A
2804805,Nossa Senhora do Socorro,SE,2023 - Dívida Consolidada,207084196.35
2804805,Nossa Senhora do Socorro,SE,2023 - Receita Corrente Líquida,559616009.18
2804805,Nossa Senhora do Socorro,SE,Indicador 1,0.3700469481804827
2804805,Nossa Senhora do Socorro,SE,Nota 1,A
2206803,Nossa Senhora dos Remédios,PI,2023 - Dívida Consolidada,4463061.49
2206803,Nossa Senhora dos Remédios,PI,2023 - Receita Corrente Líquida,62114166.2
2206803,Nossa Senhora dos Remédios,PI,Indicador 1,0.07185255414408187
2206803,Nossa Senhora dos Remédios,PI,Nota 1,A
3532801,Nova Aliança,SP,2023 - Dívida Consolidada,3647762.25
3532801,Nova Aliança,SP,2023 - Receita Corrente Líquida,43572690.52
3532801,Nova Aliança,SP,Indicador 1,0.08371670894010241
3532801,Nova Aliança,SP,Nota 1,A
4116505,Nova Aliança do Ivaí,PR,2023 - Dívida Consolidada,195307.81
4116505,Nova Aliança do Ivaí,PR,2023 - Receita Corrente Líquida,20158802.8
4116505,Nova Aliança do Ivaí,PR,Indicador 1,0.009688462749385097
4116505,Nova Aliança do Ivaí,PR,Nota 1,A
4312757,Nova Alvorada,RS,2023 - Dívida Consolidada,6828586.91
4312757,Nova Alvorada,RS,2023 - Receita Corrente Líquida,32608724.67
4312757,Nova Alvorada,RS,Indicador 1,0.20940981222372962
4312757,Nova Alvorada,RS,Nota 1,A
5006002,Nova Alvorada do Sul,MS,2023 - Dívida Consolidada,57074695.43
5006002,Nova Alvorada do Sul,MS,2023 - Receita Corrente Líquida,151103143.76
5006002,Nova Alvorada do Sul,MS,Indicador 1,0.377720105682598
5006002,Nova Alvorada do Sul,MS,Nota 1,A
5214705,Nova América,GO,2023 - Dívida Consolidada,794120.92
5214705,Nova América,GO,2023 - Receita Corrente Líquida,25579980.95
5214705,Nova América,GO,Indicador 1,0.031044625152467132
5214705,Nova América,GO,Nota 1,A
4116604,Nova América da Colina,PR,2023 - Dívida Consolidada,4672351.24
4116604,Nova América da Colina,PR,2023 - Receita Corrente Líquida,29606298.3
4116604,Nova América da Colina,PR,Indicador 1,0.15781612387523639
4116604,Nova América da Colina,PR,Nota 1,A
5006200,Nova Andradina,MS,2023 - Dívida Consolidada,19288875.75
5006200,Nova Andradina,MS,2023 - Receita Corrente Líquida,287066221.81
5006200,Nova Andradina,MS,Indicador 1,0.06719312229903068
5006200,Nova Andradina,MS,Nota 1,A
4312807,Nova Araçá,RS,2023 - Dívida Consolidada,5106433.95
4312807,Nova Araçá,RS,2023 - Receita Corrente Líquida,36122632.74
4312807,Nova Araçá,RS,Indicador 1,0.14136383653856566
4312807,Nova Araçá,RS,Nota 1,A
4116703,Nova Aurora,PR,2023 - Dívida Consolidada,4862987.4
4116703,Nova Aurora,PR,2023 - Receita Corrente Líquida,85456306.45
4116703,Nova Aurora,PR,Indicador 1,0.05690612667475052
4116703,Nova Aurora,PR,Nota 1,A
5214804,Nova Aurora,GO,2023 - Dívida Consolidada,3313039.89
5214804,Nova Aurora,GO,2023 - Receita Corrente Líquida,22740121.37
5214804,Nova Aurora,GO,Indicador 1,0.14569138994881276
5214804,Nova Aurora,GO,Nota 1,A
5106158,Nova Bandeirantes,MT,2023 - Dívida Consolidada,3859388.98
5106158,Nova Bandeirantes,MT,2023 - Receita Corrente Líquida,75615873.44
5106158,Nova Bandeirantes,MT,Indicador 1,0.051039402236917414
5106158,Nova Bandeirantes,MT,Nota 1,A
4312906,Nova Bassano,RS,2023 - Dívida Consolidada,1678832.56
4312906,Nova Bassano,RS,2023 - Receita Corrente Líquida,54540400.19
4312906,Nova Bassano,RS,Indicador 1,0.030781449240407564
4312906,Nova Bassano,RS,Nota 1,A
3144672,Nova Belém,MG,2023 - Dívida Consolidada,341380.12
3144672,Nova Belém,MG,2023 - Receita Corrente Líquida,31644851.01
3144672,Nova Belém,MG,Indicador 1,0.010787856763557566
3144672,Nova Belém,MG,Nota 1,A
4312955,Nova Boa Vista,RS,2023 - Dívida Consolidada,3268693.82
4312955,Nova Boa Vista,RS,2023 - Receita Corrente Líquida,26193283.3
4312955,Nova Boa Vista,RS,Indicador 1,0.12479129792789283
4312955,Nova Boa Vista,RS,Nota 1,A
5106208,Nova Brasilândia,MT,2023 - Dívida Consolidada,112254.91
5106208,Nova Brasilândia,MT,2023 - Receita Corrente Líquida,25085347.79
5106208,Nova Brasilândia,MT,Indicador 1,0.004474919420680673
5106208,Nova Brasilândia,MT,Nota 1,A
1100148,Nova Brasilândia D'Oeste,RO,2023 - Dívida Consolidada,7468301.36
1100148,Nova Brasilândia D'Oeste,RO,2023 - Receita Corrente Líquida,95422112.69
1100148,Nova Brasilândia D'Oeste,RO,Indicador 1,0.07826594014180384
1100148,Nova Brasilândia D'Oeste,RO,Nota 1,A
4313003,Nova Bréscia,RS,2023 - Dívida Consolidada,2811819.15
4313003,Nova Bréscia,RS,2023 - Receita Corrente Líquida,32284211.48
4313003,Nova Bréscia,RS,Indicador 1,0.08709579763910033
4313003,Nova Bréscia,RS,Nota 1,A
3532827,Nova Campina,SP,2023 - Dívida Consolidada,0
3532827,Nova Campina,SP,2023 - Receita Corrente Líquida,56375221.61
3532827,Nova Campina,SP,Indicador 1,0
3532827,Nova Campina,SP,Nota 1,A
2922706,Nova Canaã,BA,2023 - Dívida Consolidada,28809637.51
2922706,Nova Canaã,BA,2023 - Receita Corrente Líquida,70832366.6
2922706,Nova Canaã,BA,Indicador 1,0.40672984530775236
2922706,Nova Canaã,BA,Nota 1,A
5106216,Nova Canaã do Norte,MT,2023 - Dívida Consolidada,1739815.54
5106216,Nova Canaã do Norte,MT,2023 - Receita Corrente Líquida,78786009.66
5106216,Nova Canaã do Norte,MT,Indicador 1,0.022082798043817062
5106216,Nova Canaã do Norte,MT,Nota 1,A
3532843,Nova Canaã Paulista,SP,2023 - Dívida Consolidada,0
3532843,Nova Canaã Paulista,SP,2023 - Receita Corrente Líquida,21572788.64
3532843,Nova Canaã Paulista,SP,Indicador 1,0
3532843,Nova Canaã Paulista,SP,Nota 1,A
4313011,Nova Candelária,RS,2023 - Dívida Consolidada,162962.98
4313011,Nova Candelária,RS,2023 - Receita Corrente Líquida,32494674.86
4313011,Nova Candelária,RS,Indicador 1,0.005015067259546662
4313011,Nova Candelária,RS,Nota 1,A
4116802,Nova Cantu,PR,2023 - Dívida Consolidada,1058515.81
4116802,Nova Cantu,PR,2023 - Receita Corrente Líquida,41981299.71
4116802,Nova Cantu,PR,Indicador 1,0.025213983781161024
4116802,Nova Cantu,PR,Nota 1,A
3532868,Nova Castilho,SP,2023 - Dívida Consolidada,2060397.76
3532868,Nova Castilho,SP,2023 - Receita Corrente Líquida,24348581.61
3532868,Nova Castilho,SP,Indicador 1,0.08462085360872895
3532868,Nova Castilho,SP,Nota 1,A
2107258,Nova Colinas,MA,2023 - Dívida Consolidada,838324.14
2107258,Nova Colinas,MA,2023 - Receita Corrente Líquida,34000999.55
2107258,Nova Colinas,MA,Indicador 1,0.02465586750669511
2107258,Nova Colinas,MA,Nota 1,A
5214838,Nova Crixás,GO,2023 - Dívida Consolidada,9943517.12
5214838,Nova Crixás,GO,2023 - Receita Corrente Líquida,81936267.64
5214838,Nova Crixás,GO,Indicador 1,0.12135672525002505
5214838,Nova Crixás,GO,Nota 1,A
2408300,Nova Cruz,RN,2023 - Dívida Consolidada,33619792.82
2408300,Nova Cruz,RN,2023 - Receita Corrente Líquida,121067017.63
2408300,Nova Cruz,RN,Indicador 1,0.2776957215775102
2408300,Nova Cruz,RN,Nota 1,A
3144706,Nova Era,MG,2023 - Dívida Consolidada,0
3144706,Nova Era,MG,2023 - Receita Corrente Líquida,90926962.14
3144706,Nova Era,MG,Indicador 1,0
3144706,Nova Era,MG,Nota 1,A
4211405,Nova Erechim,SC,2023 - Dívida Consolidada,4572425.23
4211405,Nova Erechim,SC,2023 - Receita Corrente Líquida,38004865.91
4211405,Nova Erechim,SC,Indicador 1,0.12031157380815505
4211405,Nova Erechim,SC,Nota 1,A
4116901,Nova Esperança,PR,2023 - Dívida Consolidada,18871959.83
4116901,Nova Esperança,PR,2023 - Receita Corrente Líquida,114062220.59
4116901,Nova Esperança,PR,Indicador 1,0.16545320380738343
4116901,Nova Esperança,PR,Nota 1,A
1504950,Nova Esperança do Piriá,PA,2023 - Dívida Consolidada,0
1504950,Nova Esperança do Piriá,PA,2023 - Receita Corrente Líquida,0
1504950,Nova Esperança do Piriá,PA,Indicador 1,n.d.
1504950,Nova Esperança do Piriá,PA,Nota 1,n.d.
4116950,Nova Esperança do Sudoeste,PR,2023 - Dívida Consolidada,5479737.89
4116950,Nova Esperança do Sudoeste,PR,2023 - Receita Corrente Líquida,38038763.67
4116950,Nova Esperança do Sudoeste,PR,Indicador 1,0.1440566769608682
4116950,Nova Esperança do Sudoeste,PR,Nota 1,A
4313037,Nova Esperança do Sul,RS,2023 - Dívida Consolidada,1328280.58
4313037,Nova Esperança do Sul,RS,2023 - Receita Corrente Líquida,30820520.89
4313037,Nova Esperança do Sul,RS,Indicador 1,0.04309727874946373
4313037,Nova Esperança do Sul,RS,Nota 1,A
3532900,Nova Europa,SP,2023 - Dívida Consolidada,0
3532900,Nova Europa,SP,2023 - Receita Corrente Líquida,63539843.55
3532900,Nova Europa,SP,Indicador 1,0
3532900,Nova Europa,SP,Nota 1,A
2922730,Nova Fátima,BA,2023 - Dívida Consolidada,3779990.68
2922730,Nova Fátima,BA,2023 - Receita Corrente Líquida,36517594.1
2922730,Nova Fátima,BA,Indicador 1,0.10351149283408022
2922730,Nova Fátima,BA,Nota 1,A
4117008,Nova Fátima,PR,2023 - Dívida Consolidada,4543770.37
4117008,Nova Fátima,PR,2023 - Receita Corrente Líquida,41639810.97
4117008,Nova Fátima,PR,Indicador 1,0.1091208212562162
4117008,Nova Fátima,PR,Nota 1,A
2510105,Nova Floresta,PB,2023 - Dívida Consolidada,11048273.21
2510105,Nova Floresta,PB,2023 - Receita Corrente Líquida,40123927.57
2510105,Nova Floresta,PB,Indicador 1,0.27535373227671295
2510105,Nova Floresta,PB,Nota 1,A
3303401,Nova Friburgo,RJ,2023 - Dívida Consolidada,105056771.57
3303401,Nova Friburgo,RJ,2023 - Receita Corrente Líquida,774773999.87
3303401,Nova Friburgo,RJ,Indicador 1,0.1355966663667438
3303401,Nova Friburgo,RJ,Nota 1,A
5214861,Nova Glória,GO,2023 - Dívida Consolidada,1472005.17
5214861,Nova Glória,GO,2023 - Receita Corrente Líquida,29129330.21
5214861,Nova Glória,GO,Indicador 1,0.05053343689635079
5214861,Nova Glória,GO,Nota 1,A
3533007,Nova Granada,SP,2023 - Dívida Consolidada,328395.06
3533007,Nova Granada,SP,2023 - Receita Corrente Líquida,84763188.29
3533007,Nova Granada,SP,Indicador 1,0.0038742650745564582
3533007,Nova Granada,SP,Nota 1,A
5108808,Nova Guarita,MT,2023 - Dívida Consolidada,883401.48
5108808,Nova Guarita,MT,2023 - Receita Corrente Líquida,35091347.98
5108808,Nova Guarita,MT,Indicador 1,0.025174338714588188
5108808,Nova Guarita,MT,Nota 1,A
3533106,Nova Guataporanga,SP,2023 - Dívida Consolidada,1263575.16
3533106,Nova Guataporanga,SP,2023 - Receita Corrente Líquida,20596700.07
3533106,Nova Guataporanga,SP,Indicador 1,0.06134842745224283
3533106,Nova Guataporanga,SP,Nota 1,A
4313060,Nova Hartz,RS,2023 - Dívida Consolidada,24902653.45
4313060,Nova Hartz,RS,2023 - Receita Corrente Líquida,82506285.21
4313060,Nova Hartz,RS,Indicador 1,0.30182735032387237
4313060,Nova Hartz,RS,Nota 1,A
2922755,Nova Ibiá,BA,2023 - Dívida Consolidada,33189092.6
2922755,Nova Ibiá,BA,2023 - Receita Corrente Líquida,38034450.29
2922755,Nova Ibiá,BA,Indicador 1,0.8726060807227195
2922755,Nova Ibiá,BA,Nota 1,B
3303500,Nova Iguaçu,RJ,2023 - Dívida Consolidada,1136455868.8
3303500,Nova Iguaçu,RJ,2023 - Receita Corrente Líquida,2212474469.3
3303500,Nova Iguaçu,RJ,Indicador 1,0.5136582973359962
3303500,Nova Iguaçu,RJ,Nota 1,A
5214879,Nova Iguaçu de Goiás,GO,2023 - Dívida Consolidada,857748.02
5214879,Nova Iguaçu de Goiás,GO,2023 - Receita Corrente Líquida,22295011.49
5214879,Nova Iguaçu de Goiás,GO,Indicador 1,0.03847264310156227
5214879,Nova Iguaçu de Goiás,GO,Nota 1,A
3533205,Nova Independência,SP,2023 - Dívida Consolidada,397634.96
3533205,Nova Independência,SP,2023 - Receita Corrente Líquida,43637023.53
3533205,Nova Independência,SP,Indicador 1,0.009112330031552911
3533205,Nova Independência,SP,Nota 1,A
2107308,Nova Iorque,MA,2023 - Dívida Consolidada,2434085.12
2107308,Nova Iorque,MA,2023 - Receita Corrente Líquida,27422865.58
2107308,Nova Iorque,MA,Indicador 1,0.08876115126988127
2107308,Nova Iorque,MA,Nota 1,A
1504976,Nova Ipixuna,PA,2023 - Dívida Consolidada,12662170.77
1504976,Nova Ipixuna,PA,2023 - Receita Corrente Líquida,64367842.42
1504976,Nova Ipixuna,PA,Indicador 1,0.19671578685796812
1504976,Nova Ipixuna,PA,Nota 1,A
4211454,Nova Itaberaba,SC,2023 - Dívida Consolidada,1224017.33
4211454,Nova Itaberaba,SC,2023 - Receita Corrente Líquida,34912064.74
4211454,Nova Itaberaba,SC,Indicador 1,0.035060009744929226
4211454,Nova Itaberaba,SC,Nota 1,A
2922805,Nova Itarana,BA,2023 - Dívida Consolidada,26698545.65
2922805,Nova Itarana,BA,2023 - Receita Corrente Líquida,42817074.65
2922805,Nova Itarana,BA,Indicador 1,0.623549036645828
2922805,Nova Itarana,BA,Nota 1,B
5106182,Nova Lacerda,MT,2023 - Dívida Consolidada,1537170.81
5106182,Nova Lacerda,MT,2023 - Receita Corrente Líquida,45612963.03
5106182,Nova Lacerda,MT,Indicador 1,0.033700305963219074
5106182,Nova Lacerda,MT,Nota 1,A
4117057,Nova Laranjeiras,PR,2023 - Dívida Consolidada,8325638.67
4117057,Nova Laranjeiras,PR,2023 - Receita Corrente Líquida,56149228.21
4117057,Nova Laranjeiras,PR,Indicador 1,0.14827699214069037
4117057,Nova Laranjeiras,PR,Nota 1,A
3144805,Nova Lima,MG,2023 - Dívida Consolidada,35594243.98
3144805,Nova Lima,MG,2023 - Receita Corrente Líquida,1280014944.38
3144805,Nova Lima,MG,Indicador 1,0.02780767844647373
3144805,Nova Lima,MG,Nota 1,A
4117107,Nova Londrina,PR,2023 - Dívida Consolidada,33652350.34
4117107,Nova Londrina,PR,2023 - Receita Corrente Líquida,67449542.39
4117107,Nova Londrina,PR,Indicador 1,0.4989262958289435
4117107,Nova Londrina,PR,Nota 1,A
3533304,Nova Luzitânia,SP,2023 - Dívida Consolidada,0
3533304,Nova Luzitânia,SP,2023 - Receita Corrente Líquida,24440524.55
3533304,Nova Luzitânia,SP,Indicador 1,0
3533304,Nova Luzitânia,SP,Nota 1,A
1100338,Nova Mamoré,RO,2023 - Dívida Consolidada,3870089.24
1100338,Nova Mamoré,RO,2023 - Receita Corrente Líquida,122631078.33
1100338,Nova Mamoré,RO,Indicador 1,0.031558796454399574
1100338,Nova Mamoré,RO,Nota 1,A
5108857,Nova Marilândia,MT,2023 - Dívida Consolidada,0
5108857,Nova Marilândia,MT,2023 - Receita Corrente Líquida,48681026.02
5108857,Nova Marilândia,MT,Indicador 1,0
5108857,Nova Marilândia,MT,Nota 1,A
5108907,Nova Maringá,MT,2023 - Dívida Consolidada,18283626.53
5108907,Nova Maringá,MT,2023 - Receita Corrente Líquida,67326934.64
5108907,Nova Maringá,MT,Indicador 1,0.2715648147025159
5108907,Nova Maringá,MT,Nota 1,A
3144904,Nova Módica,MG,2023 - Dívida Consolidada,6062750.49
3144904,Nova Módica,MG,2023 - Receita Corrente Líquida,27889844.78
