Cod_IBGE,Nome_Município,UF,Atributo,Valor
5200050,Abadia de Goiás,GO,2023 - Dívida Consolidada,2477238.86
5200050,Abadia de Goiás,GO,2023 - Receita Corrente Líquida,70429075.35
5200050,Abadia de Goiás,GO,Indicador 1,0.035173525247765444
5200050,Abadia de Goiás,GO,Nota 1,A
3100104,Abadia dos Dourados,MG,2023 - Dívida Consolidada,5810738.43
3100104,Abadia dos Dourados,MG,2023 - Receita Corrente Líquida,35118759.78
3100104,Abadia dos Dourados,MG,Indicador 1,0.16545967074011517
3100104,Abadia dos Dourados,MG,Nota 1,A
5200100,Abadiânia,GO,2023 - Dívida Consolidada,19558761.04
5200100,Abadiânia,GO,2023 - Receita Corrente Líquida,73419881.18
5200100,Abadiânia,GO,Indicador 1,0.26639597784214225
5200100,Abadiânia,GO,Nota 1,A
3100203,Abaeté,MG,2023 - Dívida Consolidada,30527620.78
3100203,Abaeté,MG,2023 - Receita Corrente Líquida,87198482.55
3100203,Abaeté,MG,Indicador 1,0.3500934865752432
3100203,Abaeté,MG,Nota 1,A
1500107,Abaetetuba,PA,2023 - Dívida Consolidada,3074039.62
1500107,Abaetetuba,PA,2023 - Receita Corrente Líquida,470031623.45
1500107,Abaetetuba,PA,Indicador 1,0.00654006978814906
1500107,Abaetetuba,PA,Nota 1,A
2300101,Abaiara,CE,2023 - Dívida Consolidada,15251550.97
2300101,Abaiara,CE,2023 - Receita Corrente Líquida,51748479.37
2300101,Abaiara,CE,Indicador 1,0.2947246210067718
2300101,Abaiara,CE,Nota 1,A
2900108,Abaíra,BA,2023 - Dívida Consolidada,20269629.52
2900108,Abaíra,BA,2023 - Receita Corrente Líquida,31616891.59
2900108,Abaíra,BA,Indicador 1,0.6411012753198994
2900108,Abaíra,BA,Nota 1,B
2900207,Abaré,BA,2023 - Dívida Consolidada,31933865.71
2900207,Abaré,BA,2023 - Receita Corrente Líquida,77458458.46
2900207,Abaré,BA,Indicador 1,0.4122708655051641
2900207,Abaré,BA,Nota 1,A
4100103,Abatiá,PR,2023 - Dívida Consolidada,15273663.86
4100103,Abatiá,PR,2023 - Receita Corrente Líquida,36522958.25
4100103,Abatiá,PR,Indicador 1,0.4181935032603773
4100103,Abatiá,PR,Nota 1,A
4200051,Abdon Batista,SC,2023 - Dívida Consolidada,3479320.49
4200051,Abdon Batista,SC,2023 - Receita Corrente Líquida,31093400.77
4200051,Abdon Batista,SC,Indicador 1,0.11189900119761008
4200051,Abdon Batista,SC,Nota 1,A
1500131,Abel Figueiredo,PA,2023 - Dívida Consolidada,2850544.73
1500131,Abel Figueiredo,PA,2023 - Receita Corrente Líquida,32335909.32
1500131,Abel Figueiredo,PA,Indicador 1,0.08815415400230965
1500131,Abel Figueiredo,PA,Nota 1,A
4200101,Abelardo Luz,SC,2023 - Dívida Consolidada,8935991.3
4200101,Abelardo Luz,SC,2023 - Receita Corrente Líquida,106350782.56
4200101,Abelardo Luz,SC,Indicador 1,0.08402374749766017
4200101,Abelardo Luz,SC,Nota 1,A
3100302,Abre Campo,MG,2023 - Dívida Consolidada,18658583.18
3100302,Abre Campo,MG,2023 - Receita Corrente Líquida,55445570.71
3100302,Abre Campo,MG,Indicador 1,0.33652071646247467
3100302,Abre Campo,MG,Nota 1,A
2600054,Abreu e Lima,PE,2023 - Dívida Consolidada,13229622.47
2600054,Abreu e Lima,PE,2023 - Receita Corrente Líquida,237144690.09
2600054,Abreu e Lima,PE,Indicador 1,0.0557871334373085
2600054,Abreu e Lima,PE,Nota 1,A
1700251,Abreulândia,TO,2023 - Dívida Consolidada,2771517.88
1700251,Abreulândia,TO,2023 - Receita Corrente Líquida,24588304.42
1700251,Abreulândia,TO,Indicador 1,0.11271691746852057
1700251,Abreulândia,TO,Nota 1,A
3100401,Acaiaca,MG,2023 - Dívida Consolidada,1055790.45
3100401,Acaiaca,MG,2023 - Receita Corrente Líquida,24873779.32
3100401,Acaiaca,MG,Indicador 1,0.04244592011601074
3100401,Acaiaca,MG,Nota 1,A
2100055,Açailândia,MA,2023 - Dívida Consolidada,14719577.12
2100055,Açailândia,MA,2023 - Receita Corrente Líquida,459981762.61
2100055,Açailândia,MA,Indicador 1,0.03200034939750456
2100055,Açailândia,MA,Nota 1,A
2900306,Acajutiba,BA,2023 - Dívida Consolidada,53857924.93
2900306,Acajutiba,BA,2023 - Receita Corrente Líquida,72238956.9
2900306,Acajutiba,BA,Indicador 1,0.7455523617894322
2900306,Acajutiba,BA,Nota 1,B
1500206,Acará,PA,2023 - Dívida Consolidada,0
1500206,Acará,PA,2023 - Receita Corrente Líquida,0
1500206,Acará,PA,Indicador 1,n.d.
1500206,Acará,PA,Nota 1,n.d.
2300150,Acarape,CE,2023 - Dívida Consolidada,31962421.82
2300150,Acarape,CE,2023 - Receita Corrente Líquida,62958564.39
2300150,Acarape,CE,Indicador 1,0.507673930142485
2300150,Acarape,CE,Nota 1,A
2300200,Acaraú,CE,2023 - Dívida Consolidada,130198906.7
2300200,Acaraú,CE,2023 - Receita Corrente Líquida,262805789.76
2300200,Acaraú,CE,Indicador 1,0.495418715161871
2300200,Acaraú,CE,Nota 1,A
2400109,Acari,RN,2023 - Dívida Consolidada,8944079.11
2400109,Acari,RN,2023 - Receita Corrente Líquida,44485586.26
2400109,Acari,RN,Indicador 1,0.20105566458595212
2400109,Acari,RN,Nota 1,A
2200053,Acauã,PI,2023 - Dívida Consolidada,873.03
2200053,Acauã,PI,2023 - Receita Corrente Líquida,28772343.67
2200053,Acauã,PI,Indicador 1,3.034267941510376e-05
2200053,Acauã,PI,Nota 1,A
4300034,Aceguá,RS,2023 - Dívida Consolidada,0
4300034,Aceguá,RS,2023 - Receita Corrente Líquida,46915660.51
4300034,Aceguá,RS,Indicador 1,0
4300034,Aceguá,RS,Nota 1,A
2300309,Acopiara,CE,2023 - Dívida Consolidada,47484634.58
2300309,Acopiara,CE,2023 - Receita Corrente Líquida,156529790.24
2300309,Acopiara,CE,Indicador 1,0.3033584502170096
2300309,Acopiara,CE,Nota 1,A
5100102,Acorizal,MT,2023 - Dívida Consolidada,6301564.41
5100102,Acorizal,MT,2023 - Receita Corrente Líquida,34177793.45
5100102,Acorizal,MT,Indicador 1,0.18437598726842325
5100102,Acorizal,MT,Nota 1,A
1200013,Acrelândia,AC,2023 - Dívida Consolidada,5184283.44
1200013,Acrelândia,AC,2023 - Receita Corrente Líquida,68076387.14
1200013,Acrelândia,AC,Indicador 1,0.07615391559100297
1200013,Acrelândia,AC,Nota 1,A
5200134,Acreúna,GO,2023 - Dívida Consolidada,5799015.77
5200134,Acreúna,GO,2023 - Receita Corrente Líquida,102939349.77
5200134,Acreúna,GO,Indicador 1,0.05633429570865648
5200134,Acreúna,GO,Nota 1,A
2400208,Açu,RN,2023 - Dívida Consolidada,18259024.9
2400208,Açu,RN,2023 - Receita Corrente Líquida,222409142.94
2400208,Açu,RN,Indicador 1,0.08209655708680012
2400208,Açu,RN,Nota 1,A
3100500,Açucena,MG,2023 - Dívida Consolidada,652018.63
3100500,Açucena,MG,2023 - Receita Corrente Líquida,33786644.06
3100500,Açucena,MG,Indicador 1,0.019298117588775993
3100500,Açucena,MG,Nota 1,A
3500105,Adamantina,SP,2023 - Dívida Consolidada,15597282.15
3500105,Adamantina,SP,2023 - Receita Corrente Líquida,264211442.45
3500105,Adamantina,SP,Indicador 1,0.05903333332337288
3500105,Adamantina,SP,Nota 1,A
5200159,Adelândia,GO,2023 - Dívida Consolidada,1014859.04
5200159,Adelândia,GO,2023 - Receita Corrente Líquida,20455630.54
5200159,Adelândia,GO,Indicador 1,0.04961269895911994
5200159,Adelândia,GO,Nota 1,A
3500204,Adolfo,SP,2023 - Dívida Consolidada,1900000
3500204,Adolfo,SP,2023 - Receita Corrente Líquida,36683356.88
3500204,Adolfo,SP,Indicador 1,0.05179460555410326
3500204,Adolfo,SP,Nota 1,A
4100202,Adrianópolis,PR,2023 - Dívida Consolidada,1543237.56
4100202,Adrianópolis,PR,2023 - Receita Corrente Líquida,46362460.9
4100202,Adrianópolis,PR,Indicador 1,0.03328635991365161
4100202,Adrianópolis,PR,Nota 1,A
2900355,Adustina,BA,2023 - Dívida Consolidada,27467332.79
2900355,Adustina,BA,2023 - Receita Corrente Líquida,68798606.58
2900355,Adustina,BA,Indicador 1,0.3992425741655188
2900355,Adustina,BA,Nota 1,A
2600104,Afogados da Ingazeira,PE,2023 - Dívida Consolidada,11313390.52
2600104,Afogados da Ingazeira,PE,2023 - Receita Corrente Líquida,143835408.1
2600104,Afogados da Ingazeira,PE,Indicador 1,0.07865511468590883
2600104,Afogados da Ingazeira,PE,Nota 1,A
2400307,Afonso Bezerra,RN,2023 - Dívida Consolidada,21182538.06
2400307,Afonso Bezerra,RN,2023 - Receita Corrente Líquida,51329949.85
2400307,Afonso Bezerra,RN,Indicador 1,0.4126740455017218
2400307,Afonso Bezerra,RN,Nota 1,A
3200102,Afonso Cláudio,ES,2023 - Dívida Consolidada,0
3200102,Afonso Cláudio,ES,2023 - Receita Corrente Líquida,138355037.9
3200102,Afonso Cláudio,ES,Indicador 1,0
3200102,Afonso Cláudio,ES,Nota 1,A
2100105,Afonso Cunha,MA,2023 - Dívida Consolidada,0
2100105,Afonso Cunha,MA,2023 - Receita Corrente Líquida,55632649.49
2100105,Afonso Cunha,MA,Indicador 1,0
2100105,Afonso Cunha,MA,Nota 1,A
2600203,Afrânio,PE,2023 - Dívida Consolidada,17022666.04
2600203,Afrânio,PE,2023 - Receita Corrente Líquida,73385367.12
2600203,Afrânio,PE,Indicador 1,0.23196267468641912
2600203,Afrânio,PE,Nota 1,A
1500305,Afuá,PA,2023 - Dívida Consolidada,4294138.31
1500305,Afuá,PA,2023 - Receita Corrente Líquida,177762892.2
1500305,Afuá,PA,Indicador 1,0.024156550654951595
1500305,Afuá,PA,Nota 1,A
2600302,Agrestina,PE,2023 - Dívida Consolidada,19306760.19
2600302,Agrestina,PE,2023 - Receita Corrente Líquida,96948396.38
2600302,Agrestina,PE,Indicador 1,0.19914470905042114
2600302,Agrestina,PE,Nota 1,A
2200103,Agricolândia,PI,2023 - Dívida Consolidada,3042827.5
2200103,Agricolândia,PI,2023 - Receita Corrente Líquida,26451495.91
2200103,Agricolândia,PI,Indicador 1,0.11503423134756087
2200103,Agricolândia,PI,Nota 1,A
4200200,Agrolândia,SC,2023 - Dívida Consolidada,11850000
4200200,Agrolândia,SC,2023 - Receita Corrente Líquida,60586097.02
4200200,Agrolândia,SC,Indicador 1,0.19558942699491288
4200200,Agrolândia,SC,Nota 1,A
4200309,Agronômica,SC,2023 - Dívida Consolidada,3431531.15
4200309,Agronômica,SC,2023 - Receita Corrente Líquida,34405116.53
4200309,Agronômica,SC,Indicador 1,0.09973897768978142
4200309,Agronômica,SC,Nota 1,A
1500347,Água Azul do Norte,PA,2023 - Dívida Consolidada,14687576.69
1500347,Água Azul do Norte,PA,2023 - Receita Corrente Líquida,99204092.57
1500347,Água Azul do Norte,PA,Indicador 1,0.14805414080710644
1500347,Água Azul do Norte,PA,Nota 1,A
3100609,Água Boa,MG,2023 - Dívida Consolidada,7151837.28
3100609,Água Boa,MG,2023 - Receita Corrente Líquida,50047995.15
3100609,Água Boa,MG,Indicador 1,0.1428995758684252
3100609,Água Boa,MG,Nota 1,A
5100201,Água Boa,MT,2023 - Dívida Consolidada,6430163.12
5100201,Água Boa,MT,2023 - Receita Corrente Líquida,230847436.62
5100201,Água Boa,MT,Indicador 1,0.027854600484842066
5100201,Água Boa,MT,Nota 1,A
2200202,Água Branca,PI,2023 - Dívida Consolidada,10060777.26
2200202,Água Branca,PI,2023 - Receita Corrente Líquida,82587164.01
2200202,Água Branca,PI,Indicador 1,0.12182010825292171
2200202,Água Branca,PI,Nota 1,A
2500106,Água Branca,PB,2023 - Dívida Consolidada,10878000.44
2500106,Água Branca,PB,2023 - Receita Corrente Líquida,48576818.38
2500106,Água Branca,PB,Indicador 1,0.22393398338493653
2500106,Água Branca,PB,Nota 1,A
2700102,Água Branca,AL,2023 - Dívida Consolidada,6920550.32
2700102,Água Branca,AL,2023 - Receita Corrente Líquida,100145572.1
2700102,Água Branca,AL,Indicador 1,0.06910490573751489
2700102,Água Branca,AL,Nota 1,A
5000203,Água Clara,MS,2023 - Dívida Consolidada,8200785.11
5000203,Água Clara,MS,2023 - Receita Corrente Líquida,160344232.28
5000203,Água Clara,MS,Indicador 1,0.05114487121482135
5000203,Água Clara,MS,Nota 1,A
3100708,Água Comprida,MG,2023 - Dívida Consolidada,146381.58
3100708,Água Comprida,MG,2023 - Receita Corrente Líquida,55129523.53
3100708,Água Comprida,MG,Indicador 1,0.0026552302763934296
3100708,Água Comprida,MG,Nota 1,A
4200408,Água Doce,SC,2023 - Dívida Consolidada,4020742.23
4200408,Água Doce,SC,2023 - Receita Corrente Líquida,64512661.53
4200408,Água Doce,SC,Indicador 1,0.06232485429438149
4200408,Água Doce,SC,Nota 1,A
2100154,Água Doce do Maranhão,MA,2023 - Dívida Consolidada,71925400.38
2100154,Água Doce do Maranhão,MA,2023 - Receita Corrente Líquida,58411453.8
2100154,Água Doce do Maranhão,MA,Indicador 1,1.2313578194145203
2100154,Água Doce do Maranhão,MA,Nota 1,C
3200169,Água Doce do Norte,ES,2023 - Dívida Consolidada,17126637.85
3200169,Água Doce do Norte,ES,2023 - Receita Corrente Líquida,59392033.3
3200169,Água Doce do Norte,ES,Indicador 1,0.28836591203217826
3200169,Água Doce do Norte,ES,Nota 1,A
2900405,Água Fria,BA,2023 - Dívida Consolidada,26459810.99
2900405,Água Fria,BA,2023 - Receita Corrente Líquida,75832212.25
2900405,Água Fria,BA,Indicador 1,0.34892574283298716
2900405,Água Fria,BA,Nota 1,A
5200175,Água Fria de Goiás,GO,2023 - Dívida Consolidada,1103903.48
5200175,Água Fria de Goiás,GO,2023 - Receita Corrente Líquida,40642174.13
5200175,Água Fria de Goiás,GO,Indicador 1,0.027161526262571522
5200175,Água Fria de Goiás,GO,Nota 1,A
5200209,Água Limpa,GO,2023 - Dívida Consolidada,2805248.49
5200209,Água Limpa,GO,2023 - Receita Corrente Líquida,23741504.96
5200209,Água Limpa,GO,Indicador 1,0.11815798934087454
5200209,Água Limpa,GO,Nota 1,A
2400406,Água Nova,RN,2023 - Dívida Consolidada,1128011.59
2400406,Água Nova,RN,2023 - Receita Corrente Líquida,22970898.46
2400406,Água Nova,RN,Indicador 1,0.049106115373077144
2400406,Água Nova,RN,Nota 1,A
2600401,Água Preta,PE,2023 - Dívida Consolidada,22524471.07
2600401,Água Preta,PE,2023 - Receita Corrente Líquida,101869540.38
2600401,Água Preta,PE,Indicador 1,0.22111095216467885
2600401,Água Preta,PE,Nota 1,A
4300059,Água Santa,RS,2023 - Dívida Consolidada,2355795.04
4300059,Água Santa,RS,2023 - Receita Corrente Líquida,33301675.65
4300059,Água Santa,RS,Indicador 1,0.07074103611960439
4300059,Água Santa,RS,Nota 1,A
3500303,Aguaí,SP,2023 - Dívida Consolidada,25037107.52
3500303,Aguaí,SP,2023 - Receita Corrente Líquida,144286129.93
3500303,Aguaí,SP,Indicador 1,0.17352400769323204
3500303,Aguaí,SP,Nota 1,A
3100807,Aguanil,MG,2023 - Dívida Consolidada,595575.95
3100807,Aguanil,MG,2023 - Receita Corrente Líquida,29896656.96
3100807,Aguanil,MG,Indicador 1,0.019921155425399104
3100807,Aguanil,MG,Nota 1,A
2600500,Águas Belas,PE,2023 - Dívida Consolidada,48841031.91
2600500,Águas Belas,PE,2023 - Receita Corrente Líquida,137349827.46
2600500,Águas Belas,PE,Indicador 1,0.3555958737860361
2600500,Águas Belas,PE,Nota 1,A
3500402,Águas da Prata,SP,2023 - Dívida Consolidada,1550869.27
3500402,Águas da Prata,SP,2023 - Receita Corrente Líquida,41405702.36
3500402,Águas da Prata,SP,Indicador 1,0.03745545134136447
3500402,Águas da Prata,SP,Nota 1,A
4200507,Águas de Chapecó,SC,2023 - Dívida Consolidada,4624858.66
4200507,Águas de Chapecó,SC,2023 - Receita Corrente Líquida,33187480.12
4200507,Águas de Chapecó,SC,Indicador 1,0.13935552332618617
4200507,Águas de Chapecó,SC,Nota 1,A
3500501,Águas de Lindóia,SP,2023 - Dívida Consolidada,13999069.41
3500501,Águas de Lindóia,SP,2023 - Receita Corrente Líquida,133745254.31
3500501,Águas de Lindóia,SP,Indicador 1,0.1046696533811391
3500501,Águas de Lindóia,SP,Nota 1,A
3500550,Águas de Santa Bárbara,SP,2023 - Dívida Consolidada,642381.54
3500550,Águas de Santa Bárbara,SP,2023 - Receita Corrente Líquida,56166384.73
3500550,Águas de Santa Bárbara,SP,Indicador 1,0.011437117469604316
3500550,Águas de Santa Bárbara,SP,Nota 1,A
3500600,Águas de São Pedro,SP,2023 - Dívida Consolidada,872079.02
3500600,Águas de São Pedro,SP,2023 - Receita Corrente Líquida,44689981.95
3500600,Águas de São Pedro,SP,Indicador 1,0.019513971184318187
3500600,Águas de São Pedro,SP,Nota 1,A
3100906,Águas Formosas,MG,2023 - Dívida Consolidada,12759598.25
3100906,Águas Formosas,MG,2023 - Receita Corrente Líquida,77130821.96
3100906,Águas Formosas,MG,Indicador 1,0.16542800823018744
3100906,Águas Formosas,MG,Nota 1,A
4200556,Águas Frias,SC,2023 - Dívida Consolidada,0
4200556,Águas Frias,SC,2023 - Receita Corrente Líquida,28581408.55
4200556,Águas Frias,SC,Indicador 1,0
4200556,Águas Frias,SC,Nota 1,A
5200258,Águas Lindas de Goiás,GO,2023 - Dívida Consolidada,172344684.06
5200258,Águas Lindas de Goiás,GO,2023 - Receita Corrente Líquida,513163971.9
5200258,Águas Lindas de Goiás,GO,Indicador 1,0.33584720186393896
5200258,Águas Lindas de Goiás,GO,Nota 1,A
4200606,Águas Mornas,SC,2023 - Dívida Consolidada,4694602.83
4200606,Águas Mornas,SC,2023 - Receita Corrente Líquida,41512307.37
4200606,Águas Mornas,SC,Indicador 1,0.11308942160590868
4200606,Águas Mornas,SC,Nota 1,A
3101003,Águas Vermelhas,MG,2023 - Dívida Consolidada,10796922.36
3101003,Águas Vermelhas,MG,2023 - Receita Corrente Líquida,60172641.42
3101003,Águas Vermelhas,MG,Indicador 1,0.17943241488500372
3101003,Águas Vermelhas,MG,Nota 1,A
4300109,Agudo,RS,2023 - Dívida Consolidada,6969568.02
4300109,Agudo,RS,2023 - Receita Corrente Líquida,77751330.46
4300109,Agudo,RS,Indicador 1,0.0896392123294349
4300109,Agudo,RS,Nota 1,A
3500709,Agudos,SP,2023 - Dívida Consolidada,31197524.85
3500709,Agudos,SP,2023 - Receita Corrente Líquida,191244142.35
3500709,Agudos,SP,Indicador 1,0.1631293093040452
3500709,Agudos,SP,Nota 1,A
4100301,Agudos do Sul,PR,2023 - Dívida Consolidada,5960235.14
4100301,Agudos do Sul,PR,2023 - Receita Corrente Líquida,46206742.11
4100301,Agudos do Sul,PR,Indicador 1,0.1289905946151978
4100301,Agudos do Sul,PR,Nota 1,A
3200136,Águia Branca,ES,2023 - Dívida Consolidada,0
3200136,Águia Branca,ES,2023 - Receita Corrente Líquida,57486387.5
3200136,Águia Branca,ES,Indicador 1,0
3200136,Águia Branca,ES,Nota 1,A
2500205,Aguiar,PB,2023 - Dívida Consolidada,3556379.52
2500205,Aguiar,PB,2023 - Receita Corrente Líquida,29409216.03
2500205,Aguiar,PB,Indicador 1,0.12092738263992411
2500205,Aguiar,PB,Nota 1,A
1700301,Aguiarnópolis,TO,2023 - Dívida Consolidada,1700000
1700301,Aguiarnópolis,TO,2023 - Receita Corrente Líquida,31296802.31
1700301,Aguiarnópolis,TO,Indicador 1,0.054318648376956186
1700301,Aguiarnópolis,TO,Nota 1,A
3101102,Aimorés,MG,2023 - Dívida Consolidada,958724.18
3101102,Aimorés,MG,2023 - Receita Corrente Líquida,116407929.01
3101102,Aimorés,MG,Indicador 1,0.008235901009093985
3101102,Aimorés,MG,Nota 1,A
2900603,Aiquara,BA,2023 - Dívida Consolidada,15443824.3
2900603,Aiquara,BA,2023 - Receita Corrente Líquida,41677546.8
2900603,Aiquara,BA,Indicador 1,0.37055502268670004
2900603,Aiquara,BA,Nota 1,A
2300408,Aiuaba,CE,2023 - Dívida Consolidada,12819420.5
2300408,Aiuaba,CE,2023 - Receita Corrente Líquida,68019643.58
2300408,Aiuaba,CE,Indicador 1,0.18846644623949968
2300408,Aiuaba,CE,Nota 1,A
3101201,Aiuruoca,MG,2023 - Dívida Consolidada,0
3101201,Aiuruoca,MG,2023 - Receita Corrente Líquida,33135891.99
3101201,Aiuruoca,MG,Indicador 1,0
3101201,Aiuruoca,MG,Nota 1,A
4300208,Ajuricaba,RS,2023 - Dívida Consolidada,2188531.49
4300208,Ajuricaba,RS,2023 - Receita Corrente Líquida,41707534
4300208,Ajuricaba,RS,Indicador 1,0.05247328911845999
4300208,Ajuricaba,RS,Nota 1,A
3101300,Alagoa,MG,2023 - Dívida Consolidada,1343867.56
3101300,Alagoa,MG,2023 - Receita Corrente Líquida,24637718.84
3101300,Alagoa,MG,Indicador 1,0.05454512930873271
3101300,Alagoa,MG,Nota 1,A
2500304,Alagoa Grande,PB,2023 - Dívida Consolidada,51253094.58
2500304,Alagoa Grande,PB,2023 - Receita Corrente Líquida,96284450.99
2500304,Alagoa Grande,PB,Indicador 1,0.5323091532746351
2500304,Alagoa Grande,PB,Nota 1,A
2500403,Alagoa Nova,PB,2023 - Dívida Consolidada,7968665.28
2500403,Alagoa Nova,PB,2023 - Receita Corrente Líquida,88906988.09
2500403,Alagoa Nova,PB,Indicador 1,0.08962923445267731
2500403,Alagoa Nova,PB,Nota 1,A
2500502,Alagoinha,PB,2023 - Dívida Consolidada,22994396.48
2500502,Alagoinha,PB,2023 - Receita Corrente Líquida,50897985.45
2500502,Alagoinha,PB,Indicador 1,0.4517741964972014
2500502,Alagoinha,PB,Nota 1,A
2600609,Alagoinha,PE,2023 - Dívida Consolidada,7613752.36
2600609,Alagoinha,PE,2023 - Receita Corrente Líquida,59028778.67
2600609,Alagoinha,PE,Indicador 1,0.12898373524826987
2600609,Alagoinha,PE,Nota 1,A
2200251,Alagoinha do Piauí,PI,2023 - Dívida Consolidada,40196.13
2200251,Alagoinha do Piauí,PI,2023 - Receita Corrente Líquida,22754450.75
2200251,Alagoinha do Piauí,PI,Indicador 1,0.0017665172603649859
2200251,Alagoinha do Piauí,PI,Nota 1,A
2900702,Alagoinhas,BA,2023 - Dívida Consolidada,158447653.88
2900702,Alagoinhas,BA,2023 - Receita Corrente Líquida,586354507.27
2900702,Alagoinhas,BA,Indicador 1,0.2702250121990437
2900702,Alagoinhas,BA,Nota 1,A
3500758,Alambari,SP,2023 - Dívida Consolidada,847401.88
3500758,Alambari,SP,2023 - Receita Corrente Líquida,36231184.43
3500758,Alambari,SP,Indicador 1,0.023388743518369157
3500758,Alambari,SP,Nota 1,A
3101409,Albertina,MG,2023 - Dívida Consolidada,603955.34
3101409,Albertina,MG,2023 - Receita Corrente Líquida,30332624.33
3101409,Albertina,MG,Indicador 1,0.019911081000751642
3101409,Albertina,MG,Nota 1,A
2100204,Alcântara,MA,2023 - Dívida Consolidada,0
2100204,Alcântara,MA,2023 - Receita Corrente Líquida,69668114.63
2100204,Alcântara,MA,Indicador 1,0
2100204,Alcântara,MA,Nota 1,A
2300507,Alcântaras,CE,2023 - Dívida Consolidada,4444327.25
2300507,Alcântaras,CE,2023 - Receita Corrente Líquida,52043808.39
2300507,Alcântaras,CE,Indicador 1,0.08539588833883184
2300507,Alcântaras,CE,Nota 1,A
2500536,Alcantil,PB,2023 - Dívida Consolidada,2749449.11
2500536,Alcantil,PB,2023 - Receita Corrente Líquida,32588097.96
2500536,Alcantil,PB,Indicador 1,0.08436973257459791
2500536,Alcantil,PB,Nota 1,A
5000252,Alcinópolis,MS,2023 - Dívida Consolidada,0
5000252,Alcinópolis,MS,2023 - Receita Corrente Líquida,75236183.63
5000252,Alcinópolis,MS,Indicador 1,0
5000252,Alcinópolis,MS,Nota 1,A
2900801,Alcobaça,BA,2023 - Dívida Consolidada,21055726.34
2900801,Alcobaça,BA,2023 - Receita Corrente Líquida,119680252.63
2900801,Alcobaça,BA,Indicador 1,0.175933170905774
2900801,Alcobaça,BA,Nota 1,A
2100303,Aldeias Altas,MA,2023 - Dívida Consolidada,26700231.37
2100303,Aldeias Altas,MA,2023 - Receita Corrente Líquida,122774546.08
2100303,Aldeias Altas,MA,Indicador 1,0.21747367204764176
2100303,Aldeias Altas,MA,Nota 1,A
4300307,Alecrim,RS,2023 - Dívida Consolidada,0
4300307,Alecrim,RS,2023 - Receita Corrente Líquida,0
4300307,Alecrim,RS,Indicador 1,n.d.
4300307,Alecrim,RS,Nota 1,n.d.
3200201,Alegre,ES,2023 - Dívida Consolidada,58879631.87
3200201,Alegre,ES,2023 - Receita Corrente Líquida,134090715.43
3200201,Alegre,ES,Indicador 1,0.43910297354433314
3200201,Alegre,ES,Nota 1,A
4300406,Alegrete,RS,2023 - Dívida Consolidada,30569503.13
4300406,Alegrete,RS,2023 - Receita Corrente Líquida,290276818.51
4300406,Alegrete,RS,Indicador 1,0.10531155497333275
4300406,Alegrete,RS,Nota 1,A
2200277,Alegrete do Piauí,PI,2023 - Dívida Consolidada,0
2200277,Alegrete do Piauí,PI,2023 - Receita Corrente Líquida,24111896.33
2200277,Alegrete do Piauí,PI,Indicador 1,0
2200277,Alegrete do Piauí,PI,Nota 1,A
4300455,Alegria,RS,2023 - Dívida Consolidada,707547.24
4300455,Alegria,RS,2023 - Receita Corrente Líquida,27674657.52
4300455,Alegria,RS,Indicador 1,0.02556661232351901
4300455,Alegria,RS,Nota 1,A
3101508,Além Paraíba,MG,2023 - Dívida Consolidada,7577865.35
3101508,Além Paraíba,MG,2023 - Receita Corrente Líquida,118127027.81
3101508,Além Paraíba,MG,Indicador 1,0.06415013981549189
3101508,Além Paraíba,MG,Nota 1,A
1500404,Alenquer,PA,2023 - Dívida Consolidada,4999835.68
1500404,Alenquer,PA,2023 - Receita Corrente Líquida,188467211.89
1500404,Alenquer,PA,Indicador 1,0.026528941718086133
1500404,Alenquer,PA,Nota 1,A
2400505,Alexandria,RN,2023 - Dívida Consolidada,2215126.67
2400505,Alexandria,RN,2023 - Receita Corrente Líquida,70690107.73
2400505,Alexandria,RN,Indicador 1,0.03133573764607417
2400505,Alexandria,RN,Nota 1,A
5200308,Alexânia,GO,2023 - Dívida Consolidada,5864761.92
5200308,Alexânia,GO,2023 - Receita Corrente Líquida,134704270.76
5200308,Alexânia,GO,Indicador 1,0.04353805478409169
5200308,Alexânia,GO,Nota 1,A
3101607,Alfenas,MG,2023 - Dívida Consolidada,52669880.43
3101607,Alfenas,MG,2023 - Receita Corrente Líquida,462979695.94
3101607,Alfenas,MG,Indicador 1,0.11376282997262534
3101607,Alfenas,MG,Nota 1,A
3200300,Alfredo Chaves,ES,2023 - Dívida Consolidada,721951.38
3200300,Alfredo Chaves,ES,2023 - Receita Corrente Líquida,89824109.93
3200300,Alfredo Chaves,ES,Indicador 1,0.008037389744942836
3200300,Alfredo Chaves,ES,Nota 1,A
3500808,Alfredo Marcondes,SP,2023 - Dívida Consolidada,2686015.74
3500808,Alfredo Marcondes,SP,2023 - Receita Corrente Líquida,29106164.84
3500808,Alfredo Marcondes,SP,Indicador 1,0.0922833961384244
3500808,Alfredo Marcondes,SP,Nota 1,A
3101631,Alfredo Vasconcelos,MG,2023 - Dívida Consolidada,0
3101631,Alfredo Vasconcelos,MG,2023 - Receita Corrente Líquida,39125817.1
3101631,Alfredo Vasconcelos,MG,Indicador 1,0
3101631,Alfredo Vasconcelos,MG,Nota 1,A
4200705,Alfredo Wagner,SC,2023 - Dívida Consolidada,7260260.4
