Cod_IBGE;concessionaria;ano_do_pnv_snv;rodovia_uf;municipio;sentido;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
4113205;VIA ARAUCÁRIA;2019;BR-476/PR;Lapa;Crescente/Decrescente;191;-25,721964;-25,73048;192;-49,698019;-49,702282
4106902;VIA ARAUCÁRIA;2019;Acesso BR-277/PR;Curitiba;Crescente/Decrescente;0;-25,432064;-25,431844;5,3;-49,365667;-49,314675
2910800;VIA BAHIA;2003;TRECHO URBANO FS/BA;Feira de Santana;Crescente/Decrescente;0;-12,267315;-12,27191;6,4;-38,9851;-38,935917
2910800;VIA BAHIA;2003;BR-324/BA;Feira de Santana;Crescente/Decrescente;518;-12,272336;-12,272261;519,499;-38,935477;-38,935432
2910800;VIA BAHIA;2003;BR-116/BA;Feira de Santana;Crescente/Decrescente;425,8;-12,268505;-12,352458;445,45;-38,987606;-39,093952
2901700;VIA BAHIA;2003;BR-116/BA;Antônio Cardoso;Crescente/Decrescente;445,451;-12,352458;-12,408934;456,841;-39,093952;-39,180371
2928802;VIA BAHIA;2003;BR-116/BA;Santo Estêvão;Crescente/Decrescente;456,842;-12,408934;-12,515341;481,681;-39,180371;-39,381376
2925956;VIA BAHIA;2003;BR-116/BA;Rafael Jambeiro;Crescente/Decrescente;481,682;-12,515341;-12,586992;499,092;-39,381376;-39,523038
2612802;VIA BAHIA;2003;BR-116/BA;Santa Terezinha;Crescente/Decrescente;499,093;-12,586992;-12,671617;516,47;-39,523038;-39,652249
2916856;VIA BAHIA;2003;BR-116/BA;Itatim;Crescente/Decrescente;516,471;-12,671617;-12,861748;548,596;-39,652249;-39,851825
2308302;VIA BAHIA;2003;BR-116/BA;Milagres;Crescente/Decrescente;548,597;-12,861748;-12,933471;559,123;-39,851825;-39,899449
2904308;VIA BAHIA;2003;BR-116/BA;Brejões;Crescente/Decrescente;559,124;-12,933471;-13,085868;579,76;-39,899449;-39,962553
2922805;VIA BAHIA;2003;BR-116/BA;Nova Itarana;Crescente/Decrescente;579,761;-13,085868;-13,158062;592,478;-39,962553;-39,99853
2914208;VIA BAHIA;2003;BR-116/BA;Irajuba;Crescente/Decrescente;592,479;-13,158062;-13,327514;612,289;-39,99853;-40,016911
2917607;VIA BAHIA;2003;BR-116/BA;Jaguaquara;Crescente/Decrescente;612,29;-13,327514;-13,6448;651,431;-40,016911;-40,093847
2918001;VIA BAHIA;2003;BR-116/BA;Jequié;Crescente/Decrescente;651,432;-13,6448;-13,658358;652,938;-40,093847;-40,094658
2917607;VIA BAHIA;2003;BR-116/BA;Jaguaquara;Crescente/Decrescente;652,939;-13,658358;-13,670192;653,971;-40,094658;-40,096793
2918001;VIA BAHIA;2003;BR-116/BA;Jequié;Crescente/Decrescente;653,972;-13,670192;-14,104528;707,432;-40,096793;-40,222975
2920403;VIA BAHIA;2003;BR-116/BA;Manoel Vitorino;Crescente/Decrescente;707,433;-14,104528;-14,256698;726,935;-40,222975;-40,286659
2903706;VIA BAHIA;2003;BR-116/BA;Boa Nova;Crescente/Decrescente;726,936;-14,256698;-14,415973;745,472;-40,286659;-40,352343
2925105;VIA BAHIA;2003;BR-116/BA;Poções;Crescente/Decrescente;745,473;-14,415973;-14,59788;771,637;-40,352343;-40,437219
2925006;VIA BAHIA;2003;BR-116/BA;Planalto;Crescente/Decrescente;771,638;-14,59788;-14,700786;792,638;-40,437219;-40,583504
2933307;VIA BAHIA;2003;BR-116/BA;Vitória da Conquista;Crescente/Decrescente;792,639;-14,700786;-15,335229;889,208;-40,583504;-41,159283
2906709;VIA BAHIA;2003;BR-116/BA;Cândido Sales;Crescente/Decrescente;889,209;-15,335229;-15,513083;913,169;-41,159283;-41,237049
2910404;VIA BAHIA;2003;BR-116/BA;Encruzilhada;Crescente/Decrescente;913,17;-15,513083;-15,700089;936,8;-41,237049;-41,333498
2910800;VIA BAHIA;2003;BR-324/BA;Feira de Santana;Crescente/Decrescente;519,5;-12,272261;-12,348717;533,93;-38,935432;-38,836144
2908507;VIA BAHIA;2003;BR-324/BA;Conceição do Jacuípe;Crescente/Decrescente;533,931;-12,348717;-12,368869;537,228;-38,836144;-38,814017
2928604;VIA BAHIA;2003;BR-324/BA;Santo Amaro;Crescente/Decrescente;537,229;-12,368869;-12,375464;538,412;-38,814017;-38,805421
2901106;VIA BAHIA;2003;BR-324/BA;Amélia Rodrigues;Crescente/Decrescente;538,413;-12,375464;-12,483753;558,257;-38,805421;-38,665448
2928604;VIA BAHIA;2003;BR-324/BA;Santo Amaro;Crescente/Decrescente;558,258;-12,483753;-12,493503;560,041;-38,665448;-38,652339
2901106;VIA BAHIA;2003;BR-324/BA;Amélia Rodrigues;Crescente/Decrescente;560,042;-12,493503;-12,500995;561,421;-38,652339;-38,642206
2929503;VIA BAHIA;2003;BR-324/BA;São Sebastião do Passé;Crescente/Decrescente;561,422;-12,500995;-12,59899;579,486;-38,642206;-38,509235
2906501;VIA BAHIA;2003;BR-324/BA;Candeias;Crescente/Decrescente;579,487;-12,59899;-12,734406;597,077;-38,509235;-38,442174
2930709;VIA BAHIA;2003;BR-324/BA;Simões Filho;Crescente/Decrescente;597,078;-12,734406;-12,857339;612,317;-38,442174;-38,421278
2927408;VIA BAHIA;2003;BR-324/BA;Salvador;Crescente/Decrescente;612,318;-12,857339;-12,967767;626,2;-38,421278;-38,476567
2927408;VIA BAHIA;2003;526/BA;Salvador;Crescente/Decrescente;0;-12,826409;-12,835448;0,4;-38,461839;-38,459977
2930709;VIA BAHIA;2003;526/BA;Simões Filho;Crescente/Decrescente;0,401;-12,817252;-12,826409;9,3;-38,408414;-38,461839
2927408;VIA BAHIA;2003;528/BA;Salvador;Crescente/Decrescente;0;-12,835448;-12,817411;4;-38,459977;-38,483973
2933307;VIA BAHIA;2003;CONTORNO - VC/BA;Vitória da Conquista;Crescente/Decrescente;0;-14,890013;-14,890013;29,956;-40,864679;-40,864679
2910800;VIA BAHIA;2003;CONTORNO NORTE  - FS - 324/BA;Feira de Santana;Crescente/Decrescente;512,6;-12,230905;-12,27195;519,5;-38,962356;-38,935833
2910800;VIA BAHIA;2003;CONTORNO SUL - FS1/BA;Feira de Santana;Crescente/Decrescente;7,001;-12,268966;-12,230586;7,9;-38,988296;-38,965954
2910800;VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Feira de Santana;Crescente;0;-12,275327;-12,266292;7;-38,93563;-38,988046
2910800;VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Feira de Santana;Decrescente;0;-12,275327;-12,266292;7;-38,93563;-38,988046
2910800;VIA BAHIA;2003;CONTORNO NORTE - FS - 116/BA;Feira de Santana;Crescente/Decrescente;422;-12,230917;-12,255389;426,2;-38,964278;-38,989333
5107909;VIA BRASIL;2021;BR-163/MT;Sinop;Crescente/Decrescente;854,2;-11,69194;-11,49531;879,251;-55,4512;-55,36334
5103056;VIA BRASIL;2021;BR-163/MT;Cláudia;Crescente/Decrescente;879,252;-11,49531;-11,2589;906,215;-55,36334;-55,3107
5104559;VIA BRASIL;2021;BR-163/MT;Itaúba;Crescente/Decrescente;906,216;-11,2589;-10,92783;946,36;-55,3107;-55,20536
5106190;VIA BRASIL;2021;BR-163/MT;Nova Santa Helena;Crescente/Decrescente;946,361;-10,92783;-10,73361;969,436;-55,20536;-55,14017
5108055;VIA BRASIL;2021;BR-163/MT;Terra Nova do Norte;Crescente/Decrescente;969,437;-10,73361;-10,3027;1021,993;-55,14017;-55,0328
5106422;VIA BRASIL;2021;BR-163/MT;Peixoto de Azevedo;Crescente/Decrescente;1021,994;-10,3027;-10,21908;1033,619;-55,0328;-54,96949
5105606;VIA BRASIL;2021;BR-163/MT;Matupá;Crescente/Decrescente;1033,62;-10,21908;-10,05052;1054,343;-54,96949;-54,90881
5104104;VIA BRASIL;2021;BR-163/MT;Guarantã do Norte;Crescente/Decrescente;1054,344;-10,05052;-9,57035;1118,6;-54,90881;-54,87688
1505031;VIA BRASIL;2021;BR-163/PA;Novo Progresso;Crescente/Decrescente;0;-9,57035;-9,51623;6,29;-54,87688;-54,85964
1505031;VIA BRASIL;2021;BR-163/PA;Novo Progresso;Crescente/Decrescente;6,291;-9,51623;-9,51623;65,024;-54,85964;-54,85964
1500602;VIA BRASIL;2021;BR-163/PA;Altamira;Crescente/Decrescente;65,025;-9,51623;-8,08376;184,935;-54,85964;-55,14491
1505031;VIA BRASIL;2021;BR-163/PA;Novo Progresso;Crescente/Decrescente;184,936;-8,08376;-6,39319;388,749;-55,14491;-55,56609
1503606;VIA BRASIL;2021;BR-163/PA;Itaituba;Crescente/Decrescente;388,75;-6,39319;-5,40228;514,184;-55,56609;-55,8831
1508050;VIA BRASIL;2021;BR-163/PA;Trairão;Crescente/Decrescente;514,185;-5,40228;-4,83412;601,148;-55,8831;-56,13714
1503606;VIA BRASIL;2021;BR-163/PA;Itaituba;Crescente/Decrescente;601,149;-4,83412;-4,74468;615,618;-56,13714;-56,06147
1508050;VIA BRASIL;2021;BR-163/PA;Trairão;Crescente/Decrescente;615,619;-4,74468;-4,56194;643,337;-56,06147;-55,92389
1503606;VIA BRASIL;2021;BR-163/PA;Itaituba;Crescente/Decrescente;643,338;-4,56194;-4,347;674,3;-55,92389;-55,78585
1503606;VIA BRASIL;2021;BR-230/PA;Itaituba;Crescente/Decrescente;1096;-4,347;-4,29257;1128;-55,78585;-55,96288
4211900;VIA COSTEIRA;2020;BR-101/SC;Palhoça;Crescente;245;-27,901562;-27,901745;245,078;-48,649485;-48,649547
4212304;VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Crescente;245,079;-27,901745;-28,029422;261;-48,649547;-48,705051
4205704;VIA COSTEIRA;2020;BR-101/SC;Garopaba;Crescente;261,001;-28,029422;-28,060653;264,717;-48,705051;-48,717011
4212304;VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Crescente;264,718;-28,060653;-28,083373;267,326;-48,717011;-48,711156
4207304;VIA COSTEIRA;2020;BR-101/SC;Imbituba;Crescente;267,327;-28,083373;-28,342744;297,586;-48,711156;-48,733362
4209409;VIA COSTEIRA;2020;BR-101/SC;Laguna;Crescente;297,587;-28,342744;-28,428502;315,21;-48,733362;-48,852085
4212650;VIA COSTEIRA;2020;BR-101/SC;Pescaria Brava;Crescente;315,211;-28,428502;-28,424632;324,331;-48,852085;-48,939413
4203956;VIA COSTEIRA;2020;BR-101/SC;Capivari de Baixo;Crescente;324,332;-28,424632;-28,456395;329,903;-48,939413;-48,982319
4218707;VIA COSTEIRA;2020;BR-101/SC;Tubarão;Crescente;329,904;-28,456395;-28,568085;346,278;-48,982319;-49,053713
4218400;VIA COSTEIRA;2020;BR-101/SC;Treze de Maio;Crescente;346,279;-28,568085;-28,573633;346,821;-49,053713;-49,052709
4208807;VIA COSTEIRA;2020;BR-101/SC;Jaguaruna;Crescente;346,822;-28,573633;-28,624244;354,695;-49,052709;-49,078948
4215455;VIA COSTEIRA;2020;BR-101/SC;Sangão;Crescente;354,696;-28,624244;-28,699222;368,545;-49,078948;-49,191333
4207007;VIA COSTEIRA;2020;BR-101/SC;Içara;Crescente;368,546;-28,699222;-28,80501;389,915;-49,191333;-49,371792
4204608;VIA COSTEIRA;2020;BR-101/SC;Criciúma;Crescente;389,916;-28,80501;-28,837237;396,189;-49,371792;-49,422111
4210407;VIA COSTEIRA;2020;BR-101/SC;Maracajá;Crescente;396,19;-28,837237;-28,903409;405,271;-49,422111;-49,477148
4201406;VIA COSTEIRA;2020;BR-101/SC;Araranguá;Crescente;405,272;-28,903409;-29,036796;426,723;-49,477148;-49,609011
4217709;VIA COSTEIRA;2020;BR-101/SC;Sombrio;Crescente;426,724;-29,036796;-29,128229;440,541;-49,609011;-49,680457
4215653;VIA COSTEIRA;2020;BR-101/SC;Santa Rosa do Sul;Crescente;440,542;-29,128229;-29,183752;450,62;-49,680457;-49,755359
4216404;VIA COSTEIRA;2020;BR-101/SC;São João do Sul;Crescente;450,621;-29,183788;-29,258792;459,236;-49,755358;-49,757459
4212254;VIA COSTEIRA;2020;BR-101/SC;Passo de Torres;Crescente;459,237;-29,258792;-29,298964;464,285;-49,757459;-49,769567
4212254;VIA COSTEIRA;2020;BR-101/SC;Passo de Torres;Decrescente;464,285;-29,298912;-29,258454;459,237;-49,769397;-49,756297
4216404;VIA COSTEIRA;2020;BR-101/SC;São João do Sul;Decrescente;459,236;-29,258454;-29,183627;450,621;-49,756297;-49,755231
4215653;VIA COSTEIRA;2020;BR-101/SC;Santa Rosa do Sul;Decrescente;450,62;-29,183627;-29,127709;440,542;-49,755231;-49,680488
4217709;VIA COSTEIRA;2020;BR-101/SC;Sombrio;Decrescente;440,541;-29,127709;-29,036686;426,724;-49,680488;-49,609158
4201406;VIA COSTEIRA;2020;BR-101/SC;Araranguá;Decrescente;426,723;-29,036686;-28,903479;405,272;-49,609158;-49,477253
4210407;VIA COSTEIRA;2020;BR-101/SC;Maracajá;Decrescente;405,271;-28,903479;-28,83794;396,19;-49,477253;-49,422475
4204608;VIA COSTEIRA;2020;BR-101/SC;Criciúma;Decrescente;396,189;-28,83794;-28,804447;389,916;-49,422475;-49,370957
4207007;VIA COSTEIRA;2020;BR-101/SC;Içara;Decrescente;389,915;-28,804447;-28,699241;368,546;-49,370957;-49,19195
4215455;VIA COSTEIRA;2020;BR-101/SC;Sangão;Decrescente;368,545;-28,699241;-28,624286;354,696;-49,19195;-49,079618
4208807;VIA COSTEIRA;2020;BR-101/SC;Jaguaruna;Decrescente;354,695;-28,624286;-28,572791;346,822;-49,079618;-49,053018
4218400;VIA COSTEIRA;2020;BR-101/SC;Treze de Maio;Decrescente;346,821;-28,572791;-28,568254;346,279;-49,053018;-49,053527
4218707;VIA COSTEIRA;2020;BR-101/SC;Tubarão;Decrescente;346,278;-28,568254;-28,456306;329,904;-49,053527;-48,981601
4203956;VIA COSTEIRA;2020;BR-101/SC;Capivari de Baixo;Decrescente;329,903;-28,456306;-28,424585;324,332;-48,981601;-48,939269
4212650;VIA COSTEIRA;2020;BR-101/SC;Pescaria Brava;Decrescente;324,331;-28,424585;-28,425802;315,974;-48,939269;-48,857699
4209409;VIA COSTEIRA;2020;BR-101/SC;Laguna;Decrescente;315,973;-28,425802;-28,343118;297,587;-48,857699;-48,733117
4207304;VIA COSTEIRA;2020;BR-101/SC;Imbituba;Decrescente;297,586;-28,343118;-28,082446;267,327;-48,733117;-48,712029
4212304;VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Decrescente;267,326;-28,082956;-28,060821;264,718;-48,710731;-48,71681
4205704;VIA COSTEIRA;2020;BR-101/SC;Garopaba;Decrescente;264,717;-28,060821;-28,029096;261,001;-48,71681;-48,705135
4212304;VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Decrescente;261;-28,029096;-27,902079;245,079;-48,705135;-48,649171
4211900;VIA COSTEIRA;2020;BR-101/SC;Palhoça;Decrescente;245,078;-27,902079;-27,902079;245;-48,649171;-48,649171
5206206;VIA CRISTAIS;2010;BR-40/GO;Cristalina;Crescente/Decrescente;95,7;-16,754347;-17,034694;157,3;-47,604457;-47,162689
3147006;VIA CRISTAIS;2010;BR-40/MG;Paracatu;Crescente/Decrescente;0;-17,034534;-17,502434;90,45;-47,160908;-46,571719
2608750;VIA CRISTAIS;2010;BR-40/MG;Lagoa Grande;Crescente/Decrescente;90,451;-17,502434;-17,6642;121,2;-46,571719;-46,354414
3136306;VIA CRISTAIS;2010;BR-40/MG;João Pinheiro;Crescente/Decrescente;121,201;-17,6642;-17,992867;226,135;-46,354414;-45,601171
3161700;VIA CRISTAIS;2010;BR-40/MG;São Gonçalo do Abaeté;Crescente/Decrescente;226,136;-17,992867;-18,188396;272,8;-45,601171;-45,252285
3169356;VIA CRISTAIS;2010;BR-40/MG;Três Marias;Crescente/Decrescente;272,801;-18,188396;-18,520109;320,715;-45,252285;-45,075699
3125705;VIA CRISTAIS;2010;BR-40/MG;Felixlândia;Crescente/Decrescente;320,716;-18,520109;-18,855118;375,71;-45,075699;-44,752548
3120904;VIA CRISTAIS;2010;BR-40/MG;Curvelo;Crescente/Decrescente;375,711;-18,855118;-19,162989;424,9;-44,752548;-44,521872
3147402;VIA CRISTAIS;2010;BR-40/MG;Paraopeba;Crescente/Decrescente;424,901;-19,162989;-19,290086;446,305;-44,521872;-44,388633
3109907;VIA CRISTAIS;2010;BR-40/MG;Caetanópolis;Crescente/Decrescente;446,306;-19,290086;-19,400572;460,44;-44,388633;-44,335231
3167202;VIA CRISTAIS;2010;BR-40/MG;Sete Lagoas;Crescente/Decrescente;460,441;-19,400572;-19,599108;487,13;-44,335231;-44,223062
3124104;VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente;487,131;-19,599108;-19,653571;494;-44,223062;-44,198584
3112505;VIA CRISTAIS;2010;BR-40/MG;Capim Branco;Decrescente;487,131;-19,599108;-19,615656;489,1;-44,223062;-44,213501
3141108;VIA CRISTAIS;2010;BR-40/MG;Matozinhos;Decrescente;493,831;-19,649861;-19,660466;494,765;-44,200067;-44,198058
3124104;VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente/Decrescente;494,766;-19,660466;-19,665311;495,395;-44,198058;-44,195407
3149309;VIA CRISTAIS;2010;BR-40/MG;Pedro Leopoldo;Crescente/Decrescente;495,396;-19,665311;-19,67595;496,67;-44,195407;-44,191108
3124104;VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente/Decrescente;496,671;-19,67595;-19,678655;497,18;-44,191108;-44,187626
3149309;VIA CRISTAIS;2010;BR-40/MG;Pedro Leopoldo;Crescente/Decrescente;497,181;-19,678655;-19,681157;497,53;-44,187626;-44,185202
3124104;VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente/Decrescente;497,531;-19,681157;-19,738825;505,1;-44,185202;-44,149292
3154606;VIA CRISTAIS;2010;BR-40/MG;Ribeirão das Neves;Crescente/Decrescente;505,101;-19,738825;-19,841139;519,188;-44,149292;-44,075963
3118601;VIA CRISTAIS;2010;BR-40/MG;Contagem;Crescente;519,189;-19,841139;-19,921323;531;-44,075963;-44,023542
3118601;VIA CRISTAIS;2010;BR-40/MG;Contagem;Decrescente;519,189;-19,841139;-19,918264;530,6;-44,075963;-44,027753
3106200;VIA CRISTAIS;2010;BR-40/MG;Belo Horizonte;Crescente;531,001;-19,921323;-19,926327;533,2;-44,023542;-44,006351
3106200;VIA CRISTAIS;2010;BR-40/MG;Belo Horizonte;Decrescente;530,601;-19,918264;-19,926327;533,2;-44,027753;-44,006351
3106200;VIA MINEIRA;2012;BR-40/MG;Belo Horizonte;Crescente/Decrescente;544;-19,996925;-20,00507;544,5;-43,961658;-43,96446
3144805;VIA MINEIRA;2012;BR-40/MG;Nova Lima;Crescente/Decrescente;544,501;-20,00507;-20,22499;571,6;-43,96446;-43,97067
3131901;VIA MINEIRA;2012;BR-40/MG;Itabirito;Crescente/Decrescente;571,601;-20,22499;-20,37461;591,4;-43,97067;-43,90831
3146107;VIA MINEIRA;2012;BR-40/MG;Ouro Preto;Crescente/Decrescente;591,401;-20,37461;-20,4643;605,4;-43,90831;-43,83942
3118007;VIA MINEIRA;2012;BR-40/MG;Congonhas;Crescente/Decrescente;605,401;-20,4643;-20,56572;618,3;-43,83942;-43,81144
3118304;VIA MINEIRA;2012;BR-40/MG;Conselheiro Lafaiete;Crescente/Decrescente;618,301;-20,56572;-20,77585;643,97;-43,81144;-43,81016
3120409;VIA MINEIRA;2012;BR-40/MG;Cristiano Otoni;Crescente/Decrescente;643,971;-20,77585;-20,88099;656,77;-43,81016;-43,80256
3113206;VIA MINEIRA;2012;BR-40/MG;Carandaí;Crescente/Decrescente;656,771;-20,88099;-21,03368;677,68;-43,80256;-43,7758
3154408;VIA MINEIRA;2012;BR-40/MG;Ressaquinha;Crescente/Decrescente;677,681;-21,03368;-21,10398;687,82;-43,7758;-43,76132
3101631;VIA MINEIRA;2012;BR-40/MG;Alfredo Vasconcelos;Crescente/Decrescente;687,821;-21,10398;-21,16575;695,32;-43,76132;-43,75745
3105608;VIA MINEIRA;2012;BR-40/MG;Barbacena;Crescente/Decrescente;695,321;-21,16575;-21,32305;725,64;-43,75745;-43,58392
3145703;VIA MINEIRA;2012;BR-40/MG;Oliveira Fortes;Crescente/Decrescente;725,641;-21,32305;-21,3718;732,25;-43,58392;-43,57399
3160702;VIA MINEIRA;2012;BR-40/MG;Santos Dumont;Crescente/Decrescente;732,251;-21,3718;-21,52439;754,35;-43,57399;-43,52052
3125002;VIA MINEIRA;2012;BR-40/MG;Ewbank da Câmara;Crescente/Decrescente;754,351;-21,52439;-21,56441;760,6;-43,52052;-43,48817
3136702;VIA MINEIRA;2012;BR-40/MG;Juiz de Fora;Crescente/Decrescente;760,601;-21,645331;-21,6593;776,1;-43,435711;-43,43364
4313508;VIA SUL;2019;BR-101/RS;Osório;Crescente;87,901;-29,887296;-29,891;88,5;-50,275595;-50,2808
4313508;VIA SUL;2019;BR-101/RS;Osório;Decrescente;87,901;-29,887296;-29,8906;88,42;-50,275595;-50,2801
4321501;VIA SUL;2019;BR-101/RS;Torres;Crescente/Decrescente;0;-29,299424;-29,372013;10,001;-49,76997;-49,822042
4306551;VIA SUL;2019;BR-101/RS;Dom Pedro de Alcântara;Crescente/Decrescente;10,002;-29,372014;-29,419721;16,859;-49,822043;-49,860496
4321667;VIA SUL;2019;BR-101/RS;Três Cachoeiras;Crescente/Decrescente;16,86;-29,419724;-29,431551;20,017;-49,860497;-49,887463
4321667;VIA SUL;2019;BR-101/RS;Três Cachoeiras;Crescente/Decrescente;20,018;-29,431554;-29,536206;37,461;-49,887464;-50,006542
4321832;VIA SUL;2019;BR-101/RS;Três Forquilhas;Crescente/Decrescente;37,462;-29,536207;-29,540767;40,551;-50,006543;-50,031566
4321436;VIA SUL;2019;BR-101/RS;Terra de Areia;Crescente/Decrescente;40,552;-29,540768;-29,648079;55,343;-50,031567;-50,114437
4311775;VIA SUL;2019;BR-101/RS;Maquiné;Crescente/Decrescente;55,344;-29,64808;-29,735425;68,813;-50,114438;-50,208469
4313508;VIA SUL;2019;BR-101/RS;Osório;Crescente/Decrescente;68,814;-29,735426;-29,887296;87,9;-50,20847;-50,275595
4313508;VIA SUL;2019;BR-290/RS;Osório;Crescente/Decrescente;0;-29,88734;-29,897766;4,765;-50,275601;-50,320313
4313508;VIA SUL;2019;BR-290/RS;Osório;Crescente/Decrescente;4,8;-29,897767;-29,8879;11,394;-50,320314;-50,384927
4317608;VIA SUL;2019;BR-290/RS;Santo Antônio da Patrulha;Crescente/Decrescente;11,395;-29,888;-29,880123;25,871;-50,384928;-50,510418
4317608;VIA SUL;2019;BR-290/RS;Santo Antônio da Patrulha;Crescente/Decrescente;25,9;-29,880124;-29,889381;42,221;-50,510419;-50,682244
4309050;VIA SUL;2019;BR-290/RS;Glorinha;Crescente/Decrescente;42,222;-29,889382;-29,912319;52,955;-50,682245;-50,78813
4309050;VIA SUL;2019;BR-290/RS;Glorinha;Crescente/Decrescente;53;-29,91232;-29,922003;58,648;-50,78814;-50,844514
4309209;VIA SUL;2019;BR-290/RS;Gravataí;Crescente/Decrescente;58,649;-29,922004;-29,955332;81,608;-50,844515;-51,075466
1703826;VIA SUL;2019;BR-290/RS;Cachoeirinha;Crescente/Decrescente;81,609;-29,955333;-29,964109;84,172;-51,075467;-51,098151
4314902;VIA SUL;2019;BR-290/RS;Porto Alegre;Crescente/Decrescente;84,173;-29,96411;-29,968454;85,857;-51,098152;-51,114043
4314902;VIA SUL;2019;BR-290/RS;Porto Alegre;Crescente/Decrescente;85,858;-29,968455;-29,994521;97,962;-51,114044;-51,217742
4304705;VIA SUL;2019;BR-386/RS;Carazinho;Crescente/Decrescente;179,96;-28,300307;-28,337848;184,82;-52,745028;-52,720562
4317756;VIA SUL;2019;BR-386/RS;Santo Antônio do Planalto;Crescente/Decrescente;184,83;-28,337849;-28,451182;199,07;-52,720563;-52,662186
4323200;VIA SUL;2019;BR-386/RS;Victor Graeff;Crescente/Decrescente;199,08;-28,451182;-28,517854;207,367;-52,662187;-52,632697
4323200;VIA SUL;2019;BR-386/RS;Victor Graeff;Decrescente;207,366;-28,517853;-28,527337;208,472;-52,632696;-52,626058
4321469;VIA SUL;2019;BR-386/RS;Tio Hugo;Crescente;207,366;-28,527337;-28,527421;208,472;-52,626058;-52,625896
4321469;VIA SUL;2019;BR-386/RS;Tio Hugo;Crescente/Decrescente;208,472;-28,527421;-28,575995;214,797;-52,625896;-52,595735
4321469;VIA SUL;2019;BR-386/RS;Tio Hugo;Crescente/Decrescente;214,8;-28,575995;-28,636895;222,082;-52,595735;-52,61475
4312427;VIA SUL;2019;BR-386/RS;Mormaço;Crescente;222,081;-28,636895;-28,683849;228,27;-52,61475;-52,592751
2516102;VIA SUL;2019;BR-386/RS;Soledade;Decrescente;222,081;-28,636895;-28,683849;228,27;-52,61475;-52,592751
2516102;VIA SUL;2019;BR-386/RS;Soledade;Crescente/Decrescente;228,26;-28,683849;-28,803456;245,27;-52,592751;-52,507961
2516102;VIA SUL;2019;BR-386/RS;Soledade;Crescente/Decrescente;245,3;-28,803457;-28,889815;259,144;-52,507962;-52,415665
4308300;VIA SUL;2019;BR-386/RS;Fontoura Xavier;Crescente/Decrescente;259,145;-28,889815;-29,016611;277,306;-52,415664;-52,324139
4318465;VIA SUL;2019;BR-386/RS;São José do Herval;Crescente/Decrescente;277,307;-29,016611;-29,106198;290,922;-52,324138;-52,249117
4315131;VIA SUL;2019;BR-386/RS;Pouso Novo;Crescente/Decrescente;290,923;-29,106198;-29,227947;310,407;-52,249116;-52,166109
4312054;VIA SUL;2019;BR-386/RS;Marques de Souza;Crescente/Decrescente;310,408;-29,227947;-29,401332;337,597;-52,166108;-52,039832
4308433;VIA SUL;2019;BR-386/RS;Forquetinha;Crescente;337,596;-29,401332;-29,411574;339,1;-52,039831;-52,02754
1712009;VIA SUL;2019;BR-386/RS;Lajeado;Decrescente;337,596;-29,401332;-29,411574;339,1;-52,039831;-52,02754
1712009;VIA SUL;2019;BR-386/RS;Lajeado;Crescente/Decrescente;339,1;-29,411574;-29,433967;342,44;-52,02754;-52,007143
1712009;VIA SUL;2019;BR-386/RS;Lajeado;Crescente/Decrescente;342,5;-29,433967;-29,470459;349,525;-52,007144;-51,953481
4307807;VIA SUL;2019;BR-386/RS;Estrela;Crescente/Decrescente;349,526;-29,470459;-29,559744;362,787;-51,953482;-51,883999
4302402;VIA SUL;2019;BR-386/RS;Bom Retiro do Sul;Crescente;362,786;-29,559744;-29,566109;363,806;-51,883998;-51,873947
4308078;VIA SUL;2019;BR-386/RS;Fazenda Vilanova;Decrescente;362,786;-29,559744;-29,566109;363,806;-51,883998;-51,873947
4308078;VIA SUL;2019;BR-386/RS;Fazenda Vilanova;Crescente/Decrescente;363,806;-29,566109;-29,581583;367,597;-51,873947;-51,840481
4308078;VIA SUL;2019;BR-386/RS;Fazenda Vilanova;Crescente/Decrescente;367,6;-29,581583;-29,614962;373,432;-51,840481;-51,799539
4314159;VIA SUL;2019;BR-386/RS;Paverama;Decrescente;373,432;-29,614962;-29,650731;379,517;-51,799539;-51,760264
4321303;VIA SUL;2019;BR-386/RS;Taquari;Crescente;373,432;-29,614962;-29,650731;379,517;-51,799539;-51,760264
4320859;VIA SUL;2019;BR-386/RS;Tabaí;Crescente/Decrescente;379,518;-29,650732;-29,692678;387,131;-51,760265;-51,701819
2516805;VIA SUL;2019;BR-386/RS;Triunfo;Crescente/Decrescente;387,132;-29,692679;-29,764053;402,123;-51,70182;-51,583948
4312401;VIA SUL;2019;BR-386/RS;Montenegro;Crescente/Decrescente;402,124;-29,764054;-29,779696;405,56;-51,583949;-51,55489
